restaurant_id,restaurant_name,city,opening_hours
7681,Hotel Dhaba Cafe,Delhi,9:00 AM - 11:00 PM
7682,Old Bites & Co.,Delhi,"12:00 PM - 2:30 PM, 7:00 PM - 11:00 PM"
7683,Silver Spice Junction,Jaipur,9:00 AM - 11:00 PM
7684,Heritage Bazaar Junction,Pune,"6:30 AM - 11:00 AM, 12:30 PM - 8:30 PM"
7685,New Curry Junction,Ahmedabad,7:00 AM - 10:00 PM
7686,Big Bites Lounge,Hyderabad,"6:30 AM - 11:00 AM, 12:30 PM - 8:30 PM"
7687,Old Chowk,Delhi,"11:00 AM - 3:00 PM, 7:00 PM - 11:30 PM"
7688,Urban Kitchen Junction,Chennai,10:00 AM - 10:00 PM
7689,Royal Thali Cafe,Jaipur,"6:30 AM - 11:00 AM, 12:30 PM - 8:30 PM"
7690,Cafe Rasoi Place,Chennai,"6:30 AM - 11:00 AM, 12:30 PM - 8:30 PM"
7691,Old Zaika Bar & Kitchen,Ahmedabad,8:00 AM - 10:00 PM
7692,The Khana & Co.,Delhi,7:00 AM - 10:00 PM
7693,Spice Darbar Point,Chennai,11:30 AM - 11:45 PM
7694,Desi Bites,Kolkata,12:00 PM - 12:00 AM
7695,Royal Kabab Lounge,Ahmedabad,9:00 AM - 11:00 PM
7696,Grand Flame Express,Bengaluru,6:00 PM - 3:00 AM
7697,Royal Rasoi Cafe,Hyderabad,10:00 AM - 11:00 PM
7698,Big Rasoi Cafe,Pune,10:00 AM - 11:00 PM
7699,Hotel Swad Cafe,Bengaluru,11:30 AM - 11:45 PM
7700,Heritage Corner Express,Pune,"11:00 AM - 3:00 PM, 7:00 PM - 11:30 PM"
7701,Golden Table Express,Mumbai,9:00 AM - 12:00 AM
7702,Restaurant Curry Point,Mumbai,7:00 AM - 10:00 PM
7703,Hotel Table Cafe,Delhi,11:00 AM - 11:00 PM
7704,Little Corner Place,Jaipur,9:00 AM - 12:00 AM
7705,Old Dosa Point,Surat,"6:30 AM - 11:00 AM, 12:30 PM - 8:30 PM"
7706,Silver Dhaba Bar & Kitchen,Delhi,7:00 AM - 10:00 PM
7707,Cafe Dhaba Express,Pune,9:00 AM - 12:00 AM
7708,Restaurant Tandoor Hub,Mumbai,7:00 AM - 10:00 PM
7709,Silver Dhaba Point,Hyderabad,"11:00 AM - 3:00 PM, 7:00 PM - 11:30 PM"
7710,Urban Khana & Co.,Delhi,6:00 PM - 3:00 AM
7711,Heritage Zaika,Ahmedabad,11:00 AM - 11:00 PM
7712,Urban Annapoorna,Ahmedabad,12:00 PM - 12:00 AM
7713,Biryani Chowk Junction,Delhi,12:00 PM - 12:00 AM
7714,Biryani Kitchen Bar & Kitchen,Delhi,"6:30 AM - 11:00 AM, 12:30 PM - 8:30 PM"
7715,The Khana Express,Kolkata,9:00 AM - 11:00 PM
7716,Royal Darbar Junction,Bengaluru,8:00 AM - 10:00 PM
7717,Old Table Place,Delhi,9:00 AM - 11:00 PM
7718,Fusion Flavours Junction,Bengaluru,9:00 AM - 12:00 AM
7719,Urban Bites Lounge,Hyderabad,11:00 AM - 11:00 PM
7720,Big Corner Lounge,Bengaluru,10:00 AM - 10:00 PM
7721,Urban House Point,Bengaluru,24 Hours
7722,Restaurant Flame,Hyderabad,12:00 PM - 12:00 AM
7723,Old Palace Point,Mumbai,11:30 AM - 11:45 PM
7724,Grand Annapoorna Hub,Kolkata,8:00 AM - 11:00 PM
7725,Heritage Annapoorna & Co.,Mumbai,9:00 AM - 11:00 PM
7726,Fusion Chowk Express,Ahmedabad,6:00 PM - 3:00 AM
7727,Restaurant Bites,Chennai,10:00 AM - 10:00 PM
7728,Royal Kitchen Point,Pune,10:00 AM - 10:00 PM
7729,Heritage Dosa Point,Bengaluru,10:00 AM - 10:00 PM
7730,Big Corner & Co.,Delhi,10:00 AM - 11:00 PM
7731,Restaurant Kabab Lounge,Hyderabad,10:00 AM - 11:00 PM
7732,The Khana Lounge,Pune,10:00 AM - 10:00 PM
7733,Spice Khana Hub,Hyderabad,10:00 AM - 10:00 PM
7734,Classic Masala Express,Mumbai,10:00 AM - 10:00 PM
7735,Urban Khana Junction,Bengaluru,10:00 AM - 10:00 PM
7736,Big Palace,Delhi,9:00 AM - 11:00 PM
7737,Desi Rasoi Place,Kolkata,"11:00 AM - 3:00 PM, 7:00 PM - 11:30 PM"
7738,New Palace Junction,Jaipur,11:30 AM - 11:45 PM
7739,Big Darbar Junction,Pune,11:30 AM - 11:45 PM
7740,Silver Tandoor,Delhi,12:00 PM - 12:00 AM
7741,Heritage Haveli,Hyderabad,8:00 AM - 11:00 PM
7742,Big Masala,Delhi,12:00 PM - 12:00 AM
7743,Restaurant Haveli Junction,Hyderabad,8:00 AM - 10:00 PM
7744,Spice Annapoorna,Kolkata,"11:00 AM - 3:00 PM, 7:00 PM - 11:30 PM"
7745,Modern Garden Bar & Kitchen,Mumbai,10:00 AM - 11:00 PM
7746,Urban Rasoi,Mumbai,24 Hours
7747,Royal Zaika Point,Kolkata,"6:30 AM - 11:00 AM, 12:30 PM - 8:30 PM"
7748,Modern Dhaba Express,Mumbai,"11:00 AM - 3:00 PM, 7:00 PM - 11:30 PM"
7749,Little Flavours Express,Delhi,11:30 AM - 11:45 PM
7750,Restaurant Bazaar Lounge,Ahmedabad,"6:30 AM - 11:00 AM, 12:30 PM - 8:30 PM"
7751,Little Darbar & Co.,Kolkata,12:00 PM - 12:00 AM
7752,Classic Rasoi Bar & Kitchen,Mumbai,8:00 AM - 11:00 PM
7753,New Biryani Junction,Bengaluru,9:00 AM - 12:00 AM
7754,The Masala & Co.,Bengaluru,"11:00 AM - 3:00 PM, 7:00 PM - 11:30 PM"
7755,Silver Table Lounge,Mumbai,11:00 AM - 11:00 PM
7756,Hotel Thali Express,Delhi,9:00 AM - 12:00 AM
7757,Desi Darbar Junction,Chennai,8:00 AM - 10:00 PM
7758,Biryani Mahal Cafe,Chennai,10:00 AM - 11:00 PM
7759,The Mahal & Co.,Delhi,10:00 AM - 11:00 PM
7760,The Garden & Co.,Delhi,"11:00 AM - 3:00 PM, 7:00 PM - 11:30 PM"
7761,Old Mahal Place,Kolkata,"11:00 AM - 3:00 PM, 7:00 PM - 11:30 PM"
7762,Golden Tadka Place,Hyderabad,10:00 AM - 10:00 PM
7763,Restaurant Bazaar Cafe,Hyderabad,"12:00 PM - 3:00 PM, 7:00 PM - 11:00 PM"
7764,The Corner Bar & Kitchen,Pune,6:00 PM - 3:00 AM
7765,Cafe Masala,Delhi,6:00 PM - 3:00 AM
7766,Desi Tadka Cafe,Delhi,8:00 AM - 10:00 PM
7767,Restaurant Table & Co.,Bengaluru,10:00 AM - 10:00 PM
7768,Fusion Bazaar Bar & Kitchen,Pune,11:30 AM - 11:45 PM
7769,Royal Flame & Co.,Delhi,8:00 AM - 11:00 PM
7770,Cafe Kitchen Lounge,Hyderabad,9:00 AM - 12:00 AM
7771,Golden Kitchen Lounge,Bengaluru,"12:00 PM - 2:30 PM, 7:00 PM - 11:00 PM"
7772,Grand Tandoor Point,Bengaluru,"6:30 AM - 11:00 AM, 12:30 PM - 8:30 PM"
7773,Classic Flame Cafe,Delhi,7:00 AM - 10:00 PM
7774,Heritage Rasoi Bar & Kitchen,Chennai,12:00 PM - 12:00 AM
7775,Cafe Haveli Cafe,Bengaluru,11:00 AM - 11:00 PM
7776,Fusion Palace Express,Mumbai,8:00 AM - 10:00 PM
7777,New Garden,Mumbai,11:30 AM - 11:45 PM
7778,Heritage Bites Junction,Bengaluru,9:00 AM - 11:00 PM
7779,Spice Garden Bar & Kitchen,Pune,12:00 PM - 12:00 AM
7780,Silver Dosa Point,Bengaluru,24 Hours
7781,Hotel Masala Point,Delhi,10:00 AM - 10:00 PM
7782,The Palace Junction,Chennai,24 Hours
7783,Biryani Biryani Cafe,Hyderabad,"12:00 PM - 2:30 PM, 7:00 PM - 11:00 PM"
7784,Little Spice Cafe,Jaipur,"6:30 AM - 11:00 AM, 12:30 PM - 8:30 PM"
7785,Old Zaika Lounge,Delhi,6:00 PM - 3:00 AM
7786,Silver Tandoor Place,Chennai,6:00 PM - 3:00 AM
7787,Big Table & Co.,Delhi,12:00 PM - 12:00 AM
7788,Desi Tadka Point,Mumbai,"12:00 PM - 3:00 PM, 7:00 PM - 11:00 PM"
7789,Big Darbar Cafe,Bengaluru,8:00 AM - 11:00 PM
7790,Heritage Haveli Lounge,Ahmedabad,9:00 AM - 12:00 AM
7791,Classic Tadka Express,Chennai,"12:00 PM - 2:30 PM, 7:00 PM - 11:00 PM"
7792,Big Grill Junction,Mumbai,10:00 AM - 11:00 PM
7793,Fusion Thali Place,Mumbai,9:00 AM - 12:00 AM
7794,Golden Darbar Junction,Chennai,10:00 AM - 11:00 PM
7795,Biryani Biryani Express,Hyderabad,9:00 AM - 11:00 PM
7796,Spice Curry Point,Mumbai,"6:30 AM - 11:00 AM, 12:30 PM - 8:30 PM"
7797,Silver Garden Point,Mumbai,11:30 AM - 11:45 PM
7798,Cafe Masala Lounge,Delhi,11:30 AM - 11:45 PM
7799,Biryani Bazaar Point,Delhi,12:00 PM - 12:00 AM
7800,Fusion Kitchen Point,Mumbai,"12:00 PM - 3:00 PM, 7:00 PM - 11:00 PM"
7801,Desi Rasoi,Pune,8:00 AM - 10:00 PM
7802,Modern Table Cafe,Bengaluru,"12:00 PM - 3:00 PM, 7:00 PM - 11:00 PM"
7803,Heritage Bazaar,Jaipur,8:00 AM - 11:00 PM
7804,Royal Kitchen Bar & Kitchen,Hyderabad,"11:00 AM - 3:00 PM, 7:00 PM - 11:30 PM"
7805,New Zaika Hub,Delhi,"12:00 PM - 3:00 PM, 7:00 PM - 11:00 PM"
7806,Heritage Dosa Place,Kolkata,"11:00 AM - 3:00 PM, 7:00 PM - 11:30 PM"
7807,Old Thali Hub,Ahmedabad,6:00 PM - 3:00 AM
7808,Desi Biryani Lounge,Pune,6:00 PM - 3:00 AM
7809,Old Palace Cafe,Kolkata,10:00 AM - 11:00 PM
7810,Spice Tandoor Junction,Hyderabad,"12:00 PM - 2:30 PM, 7:00 PM - 11:00 PM"
7811,Restaurant Flavours Junction,Mumbai,11:00 AM - 11:00 PM
7812,Spice Khana Place,Hyderabad,"6:30 AM - 11:00 AM, 12:30 PM - 8:30 PM"
7813,Modern Chowk Place,Hyderabad,11:30 AM - 11:45 PM
7814,New Kitchen Place,Delhi,9:00 AM - 11:00 PM
7815,Fusion Bazaar Junction,Mumbai,"6:30 AM - 11:00 AM, 12:30 PM - 8:30 PM"
7816,Classic Flame & Co.,Chennai,11:30 AM - 11:45 PM
7817,Cafe House Point,Bengaluru,7:00 AM - 10:00 PM
7818,Biryani Curry Junction,Ahmedabad,9:00 AM - 12:00 AM
7819,New Kitchen,Delhi,6:00 PM - 3:00 AM
7820,Silver Corner & Co.,Ahmedabad,"12:00 PM - 3:00 PM, 7:00 PM - 11:00 PM"
7821,Classic Annapoorna Point,Hyderabad,"12:00 PM - 2:30 PM, 7:00 PM - 11:00 PM"
7822,Urban Kitchen Lounge,Mumbai,9:00 AM - 12:00 AM
7823,Restaurant Grill Lounge,Bengaluru,"11:00 AM - 3:00 PM, 7:00 PM - 11:30 PM"
7824,New Spice Cafe,Bengaluru,"11:00 AM - 3:00 PM, 7:00 PM - 11:30 PM"
7825,The Bites Point,Ahmedabad,"12:00 PM - 3:00 PM, 7:00 PM - 11:00 PM"
7826,Biryani Annapoorna,Pune,12:00 PM - 12:00 AM
7827,Golden Zaika Point,Mumbai,8:00 AM - 10:00 PM
7828,Heritage Grill Bar & Kitchen,Chennai,10:00 AM - 11:00 PM
7829,Royal Dosa Hub,Bengaluru,10:00 AM - 10:00 PM
7830,Heritage Bazaar Lounge,Ahmedabad,10:00 AM - 10:00 PM
7831,Desi Tandoor Bar & Kitchen,Delhi,10:00 AM - 11:00 PM
7832,Spice Haveli,Delhi,"12:00 PM - 2:30 PM, 7:00 PM - 11:00 PM"
7833,Golden Bazaar Junction,Delhi,8:00 AM - 11:00 PM
7834,Biryani Masala,Delhi,9:00 AM - 11:00 PM
7835,Cafe Khana Express,Kolkata,8:00 AM - 10:00 PM
7836,Heritage Darbar Point,Chennai,8:00 AM - 10:00 PM
7837,Classic House Junction,Mumbai,10:00 AM - 10:00 PM
7838,Little Table Cafe,Delhi,10:00 AM - 11:00 PM
7839,Urban Palace Junction,Delhi,12:00 PM - 12:00 AM
7840,Classic Kabab Hub,Mumbai,11:00 AM - 11:00 PM
7841,Restaurant Spice Junction,Chennai,"12:00 PM - 3:00 PM, 7:00 PM - 11:00 PM"
7842,Cafe Table Junction,Hyderabad,6:00 PM - 3:00 AM
7843,New Swad & Co.,Delhi,"12:00 PM - 3:00 PM, 7:00 PM - 11:00 PM"
7844,Classic Swad Point,Pune,11:00 AM - 11:00 PM
7845,Old House & Co.,Jaipur,8:00 AM - 11:00 PM
7846,Silver Mahal Junction,Chennai,"12:00 PM - 3:00 PM, 7:00 PM - 11:00 PM"
7847,Hotel Thali & Co.,Delhi,24 Hours
7848,Golden Flame Point,Chennai,11:30 AM - 11:45 PM
7849,Desi Haveli Bar & Kitchen,Delhi,11:30 AM - 11:45 PM
7850,Golden Dhaba Bar & Kitchen,Delhi,12:00 PM - 12:00 AM
7851,Fusion Corner Junction,Chennai,9:00 AM - 12:00 AM
7852,Urban Dosa Point,Bengaluru,10:00 AM - 11:00 PM
7853,Restaurant Biryani Express,Ahmedabad,"12:00 PM - 3:00 PM, 7:00 PM - 11:00 PM"
7854,Grand Darbar & Co.,Pune,8:00 AM - 10:00 PM
7855,Big Flame Cafe,Chennai,8:00 AM - 11:00 PM
7856,Modern Palace Hub,Kolkata,"12:00 PM - 2:30 PM, 7:00 PM - 11:00 PM"
7857,The Biryani & Co.,Bengaluru,6:00 PM - 3:00 AM
7858,Big Flame & Co.,Pune,11:30 AM - 11:45 PM
7859,Old Rasoi,Bengaluru,8:00 AM - 10:00 PM
7860,Biryani Corner Place,Bengaluru,12:00 PM - 12:00 AM
7861,Old Zaika,Mumbai,"12:00 PM - 2:30 PM, 7:00 PM - 11:00 PM"
7862,Big Dosa Place,Delhi,8:00 AM - 11:00 PM
7863,Biryani Bites Hub,Delhi,8:00 AM - 11:00 PM
7864,Heritage Curry Junction,Hyderabad,9:00 AM - 12:00 AM
7865,Royal Dosa Junction,Bengaluru,11:30 AM - 11:45 PM
7866,Desi Kabab Bar & Kitchen,Chennai,8:00 AM - 10:00 PM
7867,Heritage Swad Junction,Delhi,11:30 AM - 11:45 PM
7868,Classic Corner Place,Delhi,8:00 AM - 11:00 PM
7869,Modern Zaika Junction,Pune,10:00 AM - 10:00 PM
7870,Fusion Bazaar Hub,Hyderabad,"11:00 AM - 3:00 PM, 7:00 PM - 11:30 PM"
7871,Biryani Palace & Co.,Delhi,"12:00 PM - 2:30 PM, 7:00 PM - 11:00 PM"
7872,Hotel Zaika,Mumbai,24 Hours
7873,Spice Dosa Hub,Pune,"12:00 PM - 3:00 PM, 7:00 PM - 11:00 PM"
7874,Royal Chowk & Co.,Delhi,11:30 AM - 11:45 PM
7875,Big Garden Bar & Kitchen,Jaipur,"6:30 AM - 11:00 AM, 12:30 PM - 8:30 PM"
7876,Heritage Palace Hub,Chennai,"12:00 PM - 3:00 PM, 7:00 PM - 11:00 PM"
7877,Classic Haveli Point,Delhi,"11:00 AM - 3:00 PM, 7:00 PM - 11:30 PM"
7878,Restaurant House & Co.,Chennai,"11:00 AM - 3:00 PM, 7:00 PM - 11:30 PM"
7879,Classic Rasoi Cafe,Mumbai,"12:00 PM - 2:30 PM, 7:00 PM - 11:00 PM"
7880,Restaurant Darbar Place,Pune,"6:30 AM - 11:00 AM, 12:30 PM - 8:30 PM"
7881,Classic Bites & Co.,Kolkata,10:00 AM - 10:00 PM
7882,Fusion Zaika Cafe,Kolkata,9:00 AM - 11:00 PM
7883,Fusion Dhaba Lounge,Mumbai,11:00 AM - 11:00 PM
7884,Heritage Kabab Lounge,Bengaluru,"12:00 PM - 2:30 PM, 7:00 PM - 11:00 PM"
7885,Big Spice Hub,Mumbai,"6:30 AM - 11:00 AM, 12:30 PM - 8:30 PM"
7886,New Bazaar Bar & Kitchen,Delhi,6:00 PM - 3:00 AM
7887,Heritage Annapoorna Bar & Kitchen,Jaipur,7:00 AM - 10:00 PM
7888,Hotel Haveli Point,Kolkata,6:00 PM - 3:00 AM
7889,Desi Zaika Point,Hyderabad,10:00 AM - 11:00 PM
7890,Biryani Swad,Mumbai,"11:00 AM - 3:00 PM, 7:00 PM - 11:30 PM"
7891,Grand Bazaar Place,Bengaluru,"12:00 PM - 2:30 PM, 7:00 PM - 11:00 PM"
7892,Modern Bites Express,Jaipur,10:00 AM - 11:00 PM
7893,Desi Thali Hub,Kolkata,8:00 AM - 10:00 PM
7894,Hotel Table Place,Kolkata,7:00 AM - 10:00 PM
7895,Little Thali Cafe,Chennai,11:30 AM - 11:45 PM
7896,Hotel Swad Point,Delhi,8:00 AM - 10:00 PM
7897,Old Mahal & Co.,Delhi,8:00 AM - 10:00 PM
7898,Fusion Darbar Point,Delhi,6:00 PM - 3:00 AM
7899,Grand Curry Bar & Kitchen,Mumbai,9:00 AM - 12:00 AM
7900,Urban Grill Hub,Chennai,"12:00 PM - 3:00 PM, 7:00 PM - 11:00 PM"
7901,Grand Tandoor Express,Hyderabad,12:00 PM - 12:00 AM
7902,Biryani Tandoor Lounge,Pune,9:00 AM - 11:00 PM
7903,The Biryani Point,Ahmedabad,8:00 AM - 11:00 PM
7904,Big Swad Hub,Hyderabad,11:30 AM - 11:45 PM
7905,Restaurant Masala Cafe,Mumbai,9:00 AM - 11:00 PM
7906,Hotel Palace,Delhi,11:30 AM - 11:45 PM
7907,Biryani Tadka Point,Surat,"6:30 AM - 11:00 AM, 12:30 PM - 8:30 PM"
7908,Spice Kitchen Hub,Mumbai,"12:00 PM - 2:30 PM, 7:00 PM - 11:00 PM"
7909,Fusion Palace Hub,Hyderabad,8:00 AM - 10:00 PM
7910,Grand Bites Hub,Hyderabad,12:00 PM - 12:00 AM
7911,Restaurant Kitchen Point,Bengaluru,12:00 PM - 12:00 AM
7912,Golden Dhaba Cafe,Delhi,10:00 AM - 10:00 PM
7913,New Rasoi Point,Kolkata,8:00 AM - 10:00 PM
7914,Restaurant Spice Point,Delhi,11:00 AM - 11:00 PM
7915,Golden Spice Point,Chennai,6:00 PM - 3:00 AM
7916,Biryani Tandoor,Bengaluru,10:00 AM - 11:00 PM
7917,The Flavours & Co.,Delhi,8:00 AM - 10:00 PM
7918,Classic Tadka Place,Ahmedabad,24 Hours
7919,Big Haveli Cafe,Bengaluru,7:00 AM - 10:00 PM
7920,Desi Palace Junction,Mumbai,9:00 AM - 12:00 AM
7921,Heritage Tadka Junction,Mumbai,"6:30 AM - 11:00 AM, 12:30 PM - 8:30 PM"
7922,Desi Tadka Hub,Hyderabad,11:30 AM - 11:45 PM
7923,Royal Masala Cafe,Delhi,11:00 AM - 11:00 PM
7924,Modern Kabab Express,Delhi,"12:00 PM - 3:00 PM, 7:00 PM - 11:00 PM"
7925,Hotel Kabab Place,Delhi,10:00 AM - 11:00 PM
7926,Golden Table Bar & Kitchen,Hyderabad,6:00 PM - 3:00 AM
7927,Big Grill,Mumbai,"11:00 AM - 3:00 PM, 7:00 PM - 11:30 PM"
7928,Heritage Kitchen,Chennai,12:00 PM - 12:00 AM
7929,Restaurant Flame Express,Pune,8:00 AM - 10:00 PM
7930,Grand Corner Lounge,Delhi,"11:00 AM - 3:00 PM, 7:00 PM - 11:30 PM"
7931,Cafe Tandoor Express,Hyderabad,11:00 AM - 11:00 PM
7932,Big Rasoi Junction,Bengaluru,9:00 AM - 11:00 PM
7933,Big Tadka Cafe,Delhi,10:00 AM - 11:00 PM
7934,Heritage Mahal Hub,Kolkata,10:00 AM - 11:00 PM
7935,Big Rasoi,Delhi,9:00 AM - 11:00 PM
7936,Hotel House Express,Hyderabad,8:00 AM - 11:00 PM
7937,Spice Garden Bar & Kitchen,Mumbai,"6:30 AM - 11:00 AM, 12:30 PM - 8:30 PM"
7938,Heritage Grill Point,Bengaluru,6:00 PM - 3:00 AM
7939,Spice Khana & Co.,Mumbai,"12:00 PM - 3:00 PM, 7:00 PM - 11:00 PM"
7940,Urban Thali,Chennai,11:30 AM - 11:45 PM
7941,Restaurant Dhaba & Co.,Ahmedabad,8:00 AM - 11:00 PM
7942,Little Chowk Lounge,Mumbai,9:00 AM - 12:00 AM
7943,Little Table Cafe,Delhi,9:00 AM - 12:00 AM
7944,The Bazaar Point,Bengaluru,10:00 AM - 11:00 PM
7945,Classic Haveli Lounge,Chennai,12:00 PM - 12:00 AM
7946,Cafe Swad Place,Bengaluru,"12:00 PM - 3:00 PM, 7:00 PM - 11:00 PM"
7947,Silver Kabab Junction,Delhi,7:00 AM - 10:00 PM
7948,Grand Table Express,Kolkata,10:00 AM - 10:00 PM
7949,Little Bites Cafe,Delhi,10:00 AM - 11:00 PM
7950,Restaurant Bazaar Hub,Mumbai,8:00 AM - 11:00 PM
7951,Heritage Thali,Kolkata,10:00 AM - 11:00 PM
7952,New Table,Bengaluru,9:00 AM - 11:00 PM
7953,Grand Spice & Co.,Kolkata,"6:30 AM - 11:00 AM, 12:30 PM - 8:30 PM"
7954,New Tadka Junction,Bengaluru,11:00 AM - 11:00 PM
7955,Royal Curry Bar & Kitchen,Jaipur,11:30 AM - 11:45 PM
7956,Modern Tandoor Bar & Kitchen,Mumbai,9:00 AM - 12:00 AM
7957,Biryani Swad,Pune,8:00 AM - 11:00 PM
7958,Modern Dhaba Bar & Kitchen,Bengaluru,8:00 AM - 11:00 PM
7959,Little Table Express,Bengaluru,"11:00 AM - 3:00 PM, 7:00 PM - 11:30 PM"
7960,Spice Dosa Hub,Kolkata,6:00 PM - 3:00 AM
7961,Big Tadka Cafe,Chennai,10:00 AM - 11:00 PM
7962,Hotel Thali Hub,Mumbai,10:00 AM - 11:00 PM
7963,Golden Garden,Mumbai,"12:00 PM - 2:30 PM, 7:00 PM - 11:00 PM"
7964,Hotel Flame Hub,Mumbai,"11:00 AM - 3:00 PM, 7:00 PM - 11:30 PM"
7965,Spice Kabab Hub,Mumbai,12:00 PM - 12:00 AM
7966,Desi Kitchen,Kolkata,"12:00 PM - 2:30 PM, 7:00 PM - 11:00 PM"
7967,Spice Bites,Bengaluru,8:00 AM - 10:00 PM
7968,Grand Zaika Lounge,Mumbai,10:00 AM - 11:00 PM
7969,Desi Bazaar Bar & Kitchen,Hyderabad,24 Hours
7970,Grand Dosa Cafe,Kolkata,10:00 AM - 10:00 PM
7971,Golden Kitchen & Co.,Chennai,6:00 PM - 3:00 AM
7972,Golden Dhaba Hub,Kolkata,10:00 AM - 11:00 PM
7973,Golden Haveli Hub,Mumbai,"11:00 AM - 3:00 PM, 7:00 PM - 11:30 PM"
7974,Spice Palace Hub,Ahmedabad,10:00 AM - 11:00 PM
7975,Royal Annapoorna,Delhi,24 Hours
7976,New Garden Point,Bengaluru,8:00 AM - 10:00 PM
7977,Little Tadka,Chennai,"11:00 AM - 3:00 PM, 7:00 PM - 11:30 PM"
7978,Modern Chowk Point,Delhi,"6:30 AM - 11:00 AM, 12:30 PM - 8:30 PM"
7979,Modern Thali,Hyderabad,"6:30 AM - 11:00 AM, 12:30 PM - 8:30 PM"
7980,New Dosa Express,Mumbai,24 Hours
7981,Little Chowk & Co.,Mumbai,10:00 AM - 10:00 PM
7982,Desi Kitchen Bar & Kitchen,Mumbai,"6:30 AM - 11:00 AM, 12:30 PM - 8:30 PM"
7983,Silver Khana Junction,Chennai,10:00 AM - 10:00 PM
7984,Restaurant Dosa Place,Delhi,9:00 AM - 12:00 AM
7985,Spice Mahal Bar & Kitchen,Delhi,9:00 AM - 12:00 AM
7986,Cafe Table Express,Chennai,8:00 AM - 11:00 PM
7987,Urban Annapoorna & Co.,Mumbai,12:00 PM - 12:00 AM
7988,Restaurant Corner & Co.,Surat,"6:30 AM - 11:00 AM, 12:30 PM - 8:30 PM"
7989,Silver House Express,Delhi,10:00 AM - 10:00 PM
7990,Big Kabab Place,Bengaluru,"12:00 PM - 3:00 PM, 7:00 PM - 11:00 PM"
7991,The House Hub,Chennai,10:00 AM - 10:00 PM
7992,Silver Garden Hub,Jaipur,10:00 AM - 10:00 PM
7993,Golden Palace Junction,Mumbai,"6:30 AM - 11:00 AM, 12:30 PM - 8:30 PM"
7994,Fusion House Bar & Kitchen,Delhi,12:00 PM - 12:00 AM
7995,Silver Garden Junction,Mumbai,11:00 AM - 11:00 PM
7996,The Tandoor & Co.,Kolkata,12:00 PM - 12:00 AM
7997,Restaurant Chowk Junction,Hyderabad,"11:00 AM - 3:00 PM, 7:00 PM - 11:30 PM"
7998,Silver Biryani Cafe,Bengaluru,7:00 AM - 10:00 PM
7999,Hotel Spice Junction,Chennai,8:00 AM - 11:00 PM
8000,Hotel Flame Cafe,Hyderabad,8:00 AM - 10:00 PM
8001,Old Dhaba Cafe,Pune,10:00 AM - 10:00 PM
8002,Restaurant Chowk Point,Delhi,6:00 PM - 3:00 AM
8003,Golden Thali,Delhi,"12:00 PM - 2:30 PM, 7:00 PM - 11:00 PM"
8004,Hotel Tandoor Place,Mumbai,"11:00 AM - 3:00 PM, 7:00 PM - 11:30 PM"
8005,Silver Dosa Junction,Jaipur,11:30 AM - 11:45 PM
8006,Spice Curry Lounge,Delhi,"12:00 PM - 2:30 PM, 7:00 PM - 11:00 PM"
8007,Modern Bites Place,Delhi,"12:00 PM - 3:00 PM, 7:00 PM - 11:00 PM"
8008,Desi Kabab Hub,Ahmedabad,8:00 AM - 10:00 PM
8009,New Garden Express,Mumbai,7:00 AM - 10:00 PM
8010,Spice Thali Cafe,Jaipur,10:00 AM - 10:00 PM
8011,Big Annapoorna Express,Ahmedabad,11:00 AM - 11:00 PM
8012,Golden Zaika Bar & Kitchen,Mumbai,"12:00 PM - 2:30 PM, 7:00 PM - 11:00 PM"
8013,Big Grill Cafe,Mumbai,24 Hours
8014,Spice Khana Point,Hyderabad,8:00 AM - 11:00 PM
8015,Classic Bites Point,Hyderabad,7:00 AM - 10:00 PM
8016,Old Dosa Hub,Bengaluru,6:00 PM - 3:00 AM
8017,Cafe Masala Bar & Kitchen,Ahmedabad,"11:00 AM - 3:00 PM, 7:00 PM - 11:30 PM"
8018,Restaurant Palace Junction,Bengaluru,9:00 AM - 12:00 AM
8019,Biryani Corner & Co.,Chennai,"12:00 PM - 2:30 PM, 7:00 PM - 11:00 PM"
8020,Urban Spice Cafe,Ahmedabad,8:00 AM - 11:00 PM
8021,Royal Dosa Place,Pune,6:00 PM - 3:00 AM
8022,New Khana,Pune,9:00 AM - 12:00 AM
8023,Old Spice Place,Bengaluru,8:00 AM - 11:00 PM
8024,Silver Annapoorna Cafe,Mumbai,"12:00 PM - 3:00 PM, 7:00 PM - 11:00 PM"
8025,New Chowk Place,Chennai,12:00 PM - 12:00 AM
8026,Urban Zaika Lounge,Bengaluru,"12:00 PM - 3:00 PM, 7:00 PM - 11:00 PM"
8027,Little Rasoi,Pune,8:00 AM - 10:00 PM
8028,Hotel Bites Junction,Bengaluru,11:00 AM - 11:00 PM
8029,Royal Haveli Junction,Chennai,8:00 AM - 10:00 PM
8030,Spice Dhaba,Kolkata,"12:00 PM - 2:30 PM, 7:00 PM - 11:00 PM"
8031,Urban Corner Lounge,Hyderabad,"12:00 PM - 2:30 PM, 7:00 PM - 11:00 PM"
8032,Restaurant Spice,Mumbai,"12:00 PM - 2:30 PM, 7:00 PM - 11:00 PM"
8033,Hotel Haveli & Co.,Pune,24 Hours
8034,Fusion Mahal Cafe,Jaipur,"12:00 PM - 2:30 PM, 7:00 PM - 11:00 PM"
8035,Little Curry Junction,Mumbai,8:00 AM - 11:00 PM
